Date,ID,GL Code,Amount,Receipt Number,Gift Type
1/6/2009,2720,Individual Donation,$100.00 ,,
2/10/2009,2569,Individual Donation,"$1,000.00 ",,
2/10/2009,2866,Corporate Donation,$125.00 ,,
5/1/2009,2753,Individual Donation,$300.00 ,,
5/21/2009,2505,Corporate Donation,$100.00 ,,
5/21/2009,2694,Individual Donation,$25.00 ,,
6/1/2009,2357,Corporate Donation,"$1,771.00 ",,
6/4/2009,2695,Corporate Donation,$690.00 ,,
6/11/2009,2398,Individual Donation,($30.00),,
6/11/2009,2518,Individual Donation,$150.00 ,,
6/11/2009,2537,Individual Donation,$50.00 ,,
6/11/2009,2561,Individual Donation,$20.00 ,,
6/11/2009,2574,Individual Donation,$20.00 ,,
6/11/2009,2693,Individual Donation,$20.00 ,,
6/11/2009,2695,Corporate Donation,"$5,158.00 ",,
6/11/2009,2696,Corporate Donation,$300.00 ,,
6/11/2009,2407,Individual Donation,$20.00 ,,
6/11/2009,2803,Individual Donation,$20.00 ,,
6/18/2009,2357,Corporate Donation,"$5,313.00 ",,
6/18/2009,2363,Individual Donation,$30.00 ,,
6/23/2009,2447,Corporate Donation,"$3,500.00 ",,
7/6/2009,2730,Individual Donation,$500.00 ,,
7/9/2009,2352,Corporate Donation,$500.00 ,,
7/9/2009,2456,Individual Donation,$25.00 ,,
7/9/2009,2680,Individual Donation,$100.00 ,,
7/13/2009,2464,Individual Donation,$50.00 ,,
7/13/2009,2706,Individual Donation,$100.00 ,,
7/14/2009,2538,Individual Donation,$25.00 ,,
7/14/2009,2830,Individual Donation,$50.00 ,,
7/14/2009,2840,Corporate Donation,"$71,020.00 ",,
7/14/2009,2923,Individual Donation,$25.00 ,,
7/16/2009,2467,Individual Donation,$50.00 ,,
7/16/2009,2870,Corporate Donation,$25.00 ,,
7/21/2009,2543,Individual Donation,$50.00 ,,
7/21/2009,2741,Individual Donation,$10.00 ,,
7/27/2009,2725,Individual Donation,$100.00 ,,
7/29/2009,2361,Corporate Donation,"$2,500.00 ",,
7/29/2009,2833,Individual Donation,$200.00 ,,
8/26/2009,2420,Individual Donation,$100.00 ,,
8/26/2009,2790,Individual Donation,$20.00 ,,
9/4/2009,2386,Corporate Donation,$500.00 ,,
9/10/2009,1346,Salute to Veterans Golf Classic Income,"$1,000.00 ",,American Express
9/11/2009,2695,Corporate Donation,"$2,459.04 ",,
9/17/2009,1348,Salute to Veterans Golf Classic Income,$500.00 ,,Check
9/17/2009,1347,Salute to Veterans Golf Classic Income,$250.00 ,,Check
9/25/2009,2459,Individual Donation,$50.00 ,,
10/1/2009,2362,Corporate Donation,$50.00 ,,
10/5/2009,1344,Salute to Veterans Golf Classic Income,"$1,000.00 ",,American Express
10/5/2009,2806,Individual Donation,"$1,000.00 ",,
10/7/2009,1343,Salute to Veterans Golf Classic Income,"$1,500.00 ",,Check
10/8/2009,2536,Individual Donation,$800.00 ,,
10/16/2009,1341,Salute to Veterans Golf Classic Income,"$10,000.00 ",,At the Event
10/19/2009,1342,Salute to Veterans Golf Classic Income,"$2,500.00 ",,Check
10/29/2009,2357,Corporate Donation,"$1,000.00 ",,
10/31/2009,1350,Salute to Veterans Golf Classic Income,$250.00 ,,Check
11/3/2009,2708,Individual Donation,$250.00 ,,
11/3/2009,1474,Individual Donation,$250.00 ,,
11/4/2009,7133,Legends Camp,"$25,000.00 ",,Check
11/9/2009,2695,Corporate Donation,"$1,090.00 ",,
11/9/2009,2695,Corporate Donation,"$8,272.00 ",,
11/9/2009,2695,Corporate Donation,"$1,090.00 ",,
12/4/2009,2628,Corporate Donation,$150.00 ,,
12/8/2009,2422,Corporate Donation,"$1,000.00 ",,
12/8/2009,2871,Corporate Donation,$50.00 ,,
12/28/2009,2706,Individual Donation,$30.00 ,,
12/28/2009,2802,Individual Donation,$25.00 ,,
1/13/2010,2695,Corporate Donation,"$20,000.00 ",,
1/13/2010,2695,Corporate Donation,$280.00 ,,
1/13/2010,2909,Individual Donation,$500.00 ,,
1/27/2010,2659,Individual Donation,$173.00 ,,
2/2/2010,2714,Individual Donation,$20.00 ,,
3/3/2010,2695,Corporate Donation,"$2,884.00 ",,
3/3/2010,2695,Corporate Donation,"$2,564.00 ",,
3/3/2010,2695,Corporate Donation,$320.00 ,,
3/4/2010,2531,Corporate Donation,$500.00 ,,
3/4/2010,2834,Individual Donation,$500.00 ,,
3/24/2010,2435,Individual Donation,"$1,000.00 ",,
3/24/2010,2458,Individual Donation,"$1,000.00 ",,
4/16/2010,2650,Individual Donation,"$1,000.00 ",,
4/17/2010,1538,100 Holes for our Heroes Event Income,$0.00 ,,Check
4/20/2010,594,100 Holes for our Heroes Event Income,$100.00 ,,Mastercard
4/20/2010,7325,100 Holes for our Heroes Event Income,$100.00 ,,American Express
4/20/2010,1557,100 Holes for our Heroes Event Income,$100.00 ,,Visa
4/20/2010,1555,100 Holes for our Heroes Event Income,$25.00 ,,Visa
4/20/2010,1554,100 Holes for our Heroes Event Income,$25.00 ,,Visa
4/20/2010,1556,100 Holes for our Heroes Event Income,$50.00 ,,Visa
4/21/2010,1562,100 Holes for our Heroes Event Income,$100.00 ,,American Express
4/21/2010,935,100 Holes for our Heroes Event Income,$100.00 ,,Visa
4/21/2010,1561,100 Holes for our Heroes Event Income,$100.00 ,,Visa
4/21/2010,1563,100 Holes for our Heroes Event Income,$100.00 ,,Cash
4/21/2010,1564,100 Holes for our Heroes Event Income,$100.00 ,,Mastercard
4/22/2010,737,100 Holes for our Heroes Event Income,$110.00 ,,Check
4/22/2010,2810,Corporate Donation,$500.00 ,,
4/23/2010,1539,100 Holes for our Heroes Event Income,$100.00 ,,Discover
4/26/2010,1540,100 Holes for our Heroes Event Income,$50.00 ,,Visa
4/28/2010,1956,100 Holes for our Heroes Event Income,$50.00 ,,American Express
4/29/2010,566,100 Holes for our Heroes Event Income,$100.00 ,,American Express
4/29/2010,575,100 Holes for our Heroes Event Income,$500.00 ,,Visa
5/4/2010,2078,100 Holes for our Heroes Event Income,$250.00 ,,Check
5/4/2010,2695,Corporate Donation,"$5,000.00 ",,
5/10/2010,1547,100 Holes for our Heroes Event Income,$100.00 ,,American Express
5/17/2010,2045,100 Holes for our Heroes Event Income,$100.00 ,,Check
5/17/2010,1549,100 Holes for our Heroes Event Income,"$1,000.00 ",,Check
5/17/2010,1551,100 Holes for our Heroes Event Income,$250.00 ,,Cash
5/18/2010,2695,Corporate Donation,$400.00 ,,
5/18/2010,1552,100 Holes for our Heroes Event Income,$25.00 ,,Visa
5/20/2010,7267,100 Holes for our Heroes Event Income,"$5,500.00 ",,Check
5/20/2010,1537,100 Holes for our Heroes Event Income,$25.00 ,,Visa
5/20/2010,2089,100 Holes for our Heroes Event Income,"$2,000.00 ",,Check
5/24/2010,1432,100 Holes for our Heroes Event Income,$110.00 ,,Check
5/25/2010,2865,Corporate Donation,"$1,000.00 ",,
5/28/2010,1567,100 Holes for our Heroes Event Income,$100.00 ,,American Express
5/28/2010,1036,100 Holes for our Heroes Event Income,$220.00 ,,Check
5/28/2010,581,100 Holes for our Heroes Event Income,$250.00 ,,Visa
5/29/2010,1568,100 Holes for our Heroes Event Income,$100.00 ,,American Express
5/29/2010,598,100 Holes for our Heroes Event Income,$50.00 ,,Visa
5/30/2010,1570,100 Holes for our Heroes Event Income,$25.00 ,,American Express
6/2/2010,1571,100 Holes for our Heroes Event Income,$100.00 ,,Visa
6/2/2010,1572,100 Holes for our Heroes Event Income,$200.00 ,,Mastercard
6/3/2010,1574,100 Holes for our Heroes Event Income,$25.00 ,,Mastercard
6/3/2010,1573,100 Holes for our Heroes Event Income,$25.00 ,,Check
6/4/2010,1575,100 Holes for our Heroes Event Income,$50.00 ,,Mastercard
6/4/2010,564,100 Holes for our Heroes Event Income,$250.00 ,,Mastercard
6/6/2010,606,100 Holes for our Heroes Event Income,$100.00 ,,Visa
6/7/2010,995,100 Holes for our Heroes Event Income,$100.00 ,,Check
6/7/2010,1579,100 Holes for our Heroes Event Income,$25.00 ,,Check
6/8/2010,1581,100 Holes for our Heroes Event Income,"$2,000.00 ",,Check
6/8/2010,1582,100 Holes for our Heroes Event Income,$25.00 ,,Check
6/8/2010,7315,100 Holes for our Heroes Event Income,$50.00 ,,Check
6/8/2010,1585,100 Holes for our Heroes Event Income,$25.00 ,,Check
6/8/2010,1584,100 Holes for our Heroes Event Income,$25.00 ,,Visa
6/9/2010,1588,100 Holes for our Heroes Event Income,$50.00 ,,Mastercard
6/9/2010,1587,100 Holes for our Heroes Event Income,$100.00 ,,Visa
6/9/2010,1591,100 Holes for our Heroes Event Income,$100.00 ,,Visa
6/9/2010,1589,100 Holes for our Heroes Event Income,$50.00 ,,Check
6/9/2010,1586,100 Holes for our Heroes Event Income,$100.00 ,,Visa
6/9/2010,1590,100 Holes for our Heroes Event Income,$25.00 ,,Check
6/10/2010,1210,100 Holes for our Heroes Event Income,$100.00 ,,Mastercard
6/10/2010,577,100 Holes for our Heroes Event Income,$100.00 ,,Visa
6/10/2010,1592,100 Holes for our Heroes Event Income,$25.00 ,,American Express
6/10/2010,1593,100 Holes for our Heroes Event Income,$25.00 ,,Visa
6/11/2010,1596,100 Holes for our Heroes Event Income,$25.00 ,,Check
6/11/2010,1597,100 Holes for our Heroes Event Income,$25.00 ,,Visa
6/14/2010,1598,100 Holes for our Heroes Event Income,"$2,000.00 ",,Check
6/14/2010,2435,Corporate Donation,"$10,000.00 ",,
6/17/2010,1600,100 Holes for our Heroes Event Income,$100.00 ,,Check
6/17/2010,1832,100 Holes for our Heroes Event Income,"$2,000.00 ",,Check
6/17/2010,2167,100 Holes for our Heroes Event Income,"$2,000.00 ",,Check
6/17/2010,2695,Corporate Donation,"$2,339.00 ",,
6/17/2010,1605,100 Holes for our Heroes Event Income,"$2,000.00 ",,Check
6/17/2010,804,100 Holes for our Heroes Event Income,"$1,000.00 ",,Check
6/17/2010,1603,100 Holes for our Heroes Event Income,"$2,000.00 ",,Check
6/17/2010,1604,100 Holes for our Heroes Event Income,"$2,000.00 ",,Check
6/17/2010,790,100 Holes for our Heroes Event Income,$100.00 ,,American Express
6/17/2010,1606,100 Holes for our Heroes Event Income,"$2,000.00 ",,American Express
6/18/2010,999,100 Holes for our Heroes Event Income,$150.00 ,,Check
6/20/2010,1609,100 Holes for our Heroes Event Income,$25.00 ,,Discover
6/21/2010,1772,100 Holes for our Heroes Event Income,$150.00 ,,Check
6/23/2010,732,100 Holes for our Heroes Event Income,$50.00 ,,Visa
6/24/2010,787,100 Holes for our Heroes Event Income,$110.00 ,,Check
6/25/2010,1530,100 Holes for our Heroes Event Income,$25.00 ,,American Express
6/25/2010,1531,100 Holes for our Heroes Event Income,$250.00 ,,Visa
6/26/2010,1533,100 Holes for our Heroes Event Income,$100.00 ,,Mastercard
6/26/2010,992,100 Holes for our Heroes Event Income,$100.00 ,,Visa
6/28/2010,802,100 Holes for our Heroes Event Income,$100.00 ,,Check
6/28/2010,1457,100 Holes for our Heroes Event Income,$20.00 ,,Check
6/28/2010,1529,100 Holes for our Heroes Event Income,$50.00 ,,American Express
6/28/2010,1521,100 Holes for our Heroes Event Income,$100.00 ,,Check
6/28/2010,1527,100 Holes for our Heroes Event Income,$200.00 ,,Visa
6/28/2010,1525,100 Holes for our Heroes Event Income,$50.00 ,,Check
6/28/2010,1526,100 Holes for our Heroes Event Income,$100.00 ,,Check
6/28/2010,1446,100 Holes for our Heroes Event Income,$55.00 ,,Check
6/28/2010,1524,100 Holes for our Heroes Event Income,$500.00 ,,Check
6/28/2010,1523,100 Holes for our Heroes Event Income,$25.00 ,,Check
6/28/2010,1444,100 Holes for our Heroes Event Income,$25.00 ,,Check
6/28/2010,607,100 Holes for our Heroes Event Income,$110.00 ,,Check
6/28/2010,1528,100 Holes for our Heroes Event Income,$500.00 ,,Check
6/28/2010,2030,100 Holes for our Heroes Event Income,$150.00 ,,Check
6/28/2010,1445,100 Holes for our Heroes Event Income,$50.00 ,,Check
6/28/2010,2029,100 Holes for our Heroes Event Income,$25.00 ,,Check
6/29/2010,731,100 Holes for our Heroes Event Income,"$2,000.00 ",,American Express
6/29/2010,2458,100 Holes for our Heroes Event Income,$500.00 ,,American Express
6/29/2010,1462,100 Holes for our Heroes Event Income,$25.00 ,,Check
6/29/2010,1459,100 Holes for our Heroes Event Income,$50.00 ,,Visa
6/29/2010,1461,100 Holes for our Heroes Event Income,$100.00 ,,Visa
6/29/2010,1463,100 Holes for our Heroes Event Income,$25.00 ,,Cash
6/30/2010,7257,100 Holes for our Heroes Event Income,$500.00 ,,Check
6/30/2010,1466,100 Holes for our Heroes Event Income,$100.00 ,,Check
6/30/2010,565,100 Holes for our Heroes Event Income,$50.00 ,,American Express
6/30/2010,1465,100 Holes for our Heroes Event Income,$350.00 ,,Check
7/1/2010,1470,100 Holes for our Heroes Event Income,$50.00 ,,Check
7/1/2010,1206,100 Holes for our Heroes Event Income,$100.00 ,,American Express
7/1/2010,711,100 Holes for our Heroes Event Income,$110.00 ,,Check
7/1/2010,1809,100 Holes for our Heroes Event Income,$100.00 ,,Check
7/1/2010,1012,100 Holes for our Heroes Event Income,"$1,000.00 ",,American Express
7/1/2010,1472,100 Holes for our Heroes Event Income,$25.00 ,,Check
7/1/2010,1450,100 Holes for our Heroes Event Income,$50.00 ,,Check
7/1/2010,1449,100 Holes for our Heroes Event Income,$25.00 ,,Check
7/1/2010,997,100 Holes for our Heroes Event Income,$50.00 ,,Check
7/1/2010,1469,100 Holes for our Heroes Event Income,$50.00 ,,Check
7/1/2010,913,100 Holes for our Heroes Event Income,$50.00 ,,Check
7/2/2010,2188,100 Holes for our Heroes Event Income,$100.00 ,,Check
7/2/2010,1452,100 Holes for our Heroes Event Income,$50.00 ,,Check
7/2/2010,682,100 Holes for our Heroes Event Income,$100.00 ,,Credit Card
7/6/2010,588,100 Holes for our Heroes Event Income,$50.00 ,,Visa
7/7/2010,7267,100 Holes for our Heroes Event Income,"$5,000.00 ",,Check
7/7/2010,1725,100 Holes for our Heroes Event Income,$50.00 ,,Check
7/7/2010,1918,100 Holes for our Heroes Event Income,$100.00 ,,Credit Card
7/7/2010,1482,100 Holes for our Heroes Event Income,$250.00 ,,Check
7/7/2010,1497,100 Holes for our Heroes Event Income,$770.00 ,,Cash
7/7/2010,1487,100 Holes for our Heroes Event Income,$50.00 ,,Check
7/7/2010,1492,100 Holes for our Heroes Event Income,$100.00 ,,Check
7/7/2010,1483,100 Holes for our Heroes Event Income,$100.00 ,,Check
7/7/2010,7321,100 Holes for our Heroes Event Income,$100.00 ,,Check
7/7/2010,2044,100 Holes for our Heroes Event Income,$100.00 ,,Check
7/7/2010,1048,100 Holes for our Heroes Event Income,$250.00 ,,Check
7/7/2010,1489,100 Holes for our Heroes Event Income,$50.00 ,,Check
7/7/2010,1955,100 Holes for our Heroes Event Income,$50.00 ,,Check
7/7/2010,1474,100 Holes for our Heroes Event Income,"$5,000.00 ",,Check
7/7/2010,1480,100 Holes for our Heroes Event Income,"$1,000.00 ",,Check
7/7/2010,1496,100 Holes for our Heroes Event Income,$100.00 ,,Check
7/7/2010,600,100 Holes for our Heroes Event Income,$100.00 ,,Check
7/7/2010,683,100 Holes for our Heroes Event Income,$300.00 ,,Check
7/7/2010,1478,100 Holes for our Heroes Event Income,$500.00 ,,Check
7/7/2010,1479,100 Holes for our Heroes Event Income,$200.00 ,,Check
7/7/2010,2049,100 Holes for our Heroes Event Income,"$1,000.00 ",,Check
7/7/2010,2022,100 Holes for our Heroes Event Income,$250.00 ,,Check
7/7/2010,1495,100 Holes for our Heroes Event Income,$50.00 ,,Check
7/7/2010,2157,100 Holes for our Heroes Event Income,$250.00 ,,Check
7/7/2010,572,100 Holes for our Heroes Event Income,$25.00 ,,Check
7/8/2010,1499,100 Holes for our Heroes Event Income,$100.00 ,,Check
7/8/2010,1500,100 Holes for our Heroes Event Income,$100.00 ,,Visa
7/8/2010,1676,100 Holes for our Heroes Event Income,$100.00 ,,Check
7/12/2010,1506,100 Holes for our Heroes Event Income,"$2,000.00 ",,Check
7/12/2010,1503,100 Holes for our Heroes Event Income,$100.00 ,,Cash
7/12/2010,1742,100 Holes for our Heroes Event Income,$25.00 ,,Check
7/12/2010,2074,100 Holes for our Heroes Event Income,$200.00 ,,Check
7/12/2010,1023,100 Holes for our Heroes Event Income,$100.00 ,,Check
7/12/2010,2214,100 Holes for our Heroes Event Income,$100.00 ,,Check
7/12/2010,916,100 Holes for our Heroes Event Income,$75.00 ,,Check
7/12/2010,1505,100 Holes for our Heroes Event Income,$100.00 ,,Check
7/13/2010,1509,100 Holes for our Heroes Event Income,$25.00 ,,Mastercard
7/19/2010,579,100 Holes for our Heroes Event Income,$100.00 ,,Check
7/19/2010,1511,100 Holes for our Heroes Event Income,$100.00 ,,Check
7/19/2010,1510,100 Holes for our Heroes Event Income,$700.00 ,,Check
7/19/2010,1512,100 Holes for our Heroes Event Income,$10.00 ,,Check
7/20/2010,1711,100 Holes for our Heroes Event Income,$150.00 ,,Check
7/21/2010,2179,100 Holes for our Heroes Event Income,$100.00 ,,Check
7/23/2010,787,Individual Donation,$110.00 ,,
7/27/2010,928,100 Holes for our Heroes Event Income,$50.00 ,,Check
8/25/2010,2695,Corporate Donation,"$15,969.62 ",,
8/25/2010,746,100 Holes for our Heroes Event Income,$500.00 ,,Check
8/27/2010,1518,100 Holes for our Heroes Event Income,$25.00 ,,Check
9/10/2010,1948,100 Holes for our Heroes Event Income,$200.00 ,,Check
9/15/2010,1332,Salute to Veterans Golf Classic Income,$200.00 ,,Visa
9/20/2010,2470,Individual Donation,$500.00 ,,
9/24/2010,1429,Salute to Veterans Golf Classic Income,"$5,000.00 ",,Visa
9/28/2010,2695,Corporate Donation,"$2,294.00 ",,
9/28/2010,2695,Corporate Donation,$220.00 ,,
9/28/2010,2695,Corporate Donation,"$15,969.62 ",,
10/6/2010,1561,Salute to Veterans Golf Classic Income,$800.00 ,,Visa
10/6/2010,2695,Salute to Veterans Golf Classic Income,"$5,000.00 ",,Check
10/7/2010,2421,Corporate Donation,$100.00 ,,
10/7/2010,2421,Corporate Donation,$100.00 ,,
10/13/2010,2695,Corporate Donation,"$5,000.00 ",,
10/13/2010,2865,Corporate Donation,"$5,000.00 ",,
10/14/2010,2713,Individual Donation,$750.00 ,,
10/19/2010,2819,Corporate Donation,$200.00 ,,
11/2/2010,2695,Corporate Donation,"$10,000.00 ",,
11/4/2010,1336,Salute to Veterans Golf Classic Income,$800.00 ,,American Express
11/9/2010,1337,Salute to Veterans Golf Classic Income,$200.00 ,,American Express
11/10/2010,1338,Salute to Veterans Golf Classic Income,$200.00 ,,Check
11/10/2010,1646,Salute to Veterans Golf Classic Income,"$1,000.00 ",,Check
11/12/2010,2429,Individual Donation,$100.00 ,,
11/12/2010,2429,Individual Donation,$100.00 ,,
11/15/2010,2695,Corporate Donation,"$15,969.62 ",,
11/15/2010,2695,Corporate Donation,"$18,979.62 ",,
11/15/2010,2695,Corporate Donation,"$3,010.00 ",,
12/6/2010,2596,Individual Donation,$500.00 ,,
12/22/2010,2629,Corporate Donation,$100.00 ,,
1/6/2011,2368,Individual Donation,$100.00 ,,
1/24/2011,2728,Individual Donation,$45.00 ,,
1/26/2011,2479,Individual Donation,$20.00 ,,
1/26/2011,2904,Grant,"$75,000.00 ",,Check
2/1/2011,2918,Corporate Donation,"$2,500.00 ",,
2/4/2011,2695,Corporate Donation,"$3,506.00 ",,
2/4/2011,2695,Corporate Donation,"$1,137.00 ",,
2/4/2011,2695,Corporate Donation,"$2,369.00 ",,
2/7/2011,2448,Individual Donation,"$1,500.00 ",,
2/7/2011,2448,Individual Donation,"$1,500.00 ",,
2/8/2011,2695,Corporate Donation,$80.00 ,,
2/8/2011,2695,Corporate Donation,$240.00 ,,
2/9/2011,2569,Individual Donation,"$1,500.00 ",,
2/15/2011,2798,Individual Donation,$500.00 ,,
2/15/2011,2394,Individual Donation,$500.00 ,,
2/16/2011,2695,Corporate Donation,"$15,969.62 ",,
2/28/2011,2728,Individual Donation,$379.45 ,,
3/15/2011,7267,Individual Donation,"$1,000.00 ",,
3/18/2011,2517,Corporate Donation,"$1,000.00 ",,
3/18/2011,2901,Corporate Donation,"$1,000.00 ",,
3/21/2011,2860,Individual Donation,$1.00 ,,
3/21/2011,982,Corporate Donation,"$25,000.00 ",,
3/22/2011,2485,Corporate Donation,"$2,000.00 ",,
4/1/2011,2695,Corporate Donation,"$1,147.00 ",,
4/7/2011,2695,Corporate Donation,"$12,500.00 ",,
4/7/2011,2695,Corporate Donation,"$9,030.38 ",,
4/21/2011,7267,Individual Donation,"$2,800.00 ",,
4/21/2011,2758,Corporate Donation,"$10,000.00 ",,
4/21/2011,1852,100 Holes for our Heroes Event Income,$25.00 ,,Visa
4/29/2011,1971,100 Holes for our Heroes Event Income,"$2,000.00 ",,Check
5/2/2011,2743,Individual Donation,$100.00 ,,
5/2/2011,2894,Individual Donation,$150.00 ,,
5/2/2011,2681,Individual Donation,$100.00 ,,
5/2/2011,2801,Individual Donation,$100.00 ,,
5/2/2011,2844,Individual Donation,$25.00 ,,
5/2/2011,2353,Individual Donation,$150.00 ,,
5/2/2011,2373,Individual Donation,$65.00 ,,
5/2/2011,2603,Individual Donation,$75.00 ,,
5/2/2011,2811,Individual Donation,$100.00 ,,
5/2/2011,2564,Individual Donation,$50.00 ,,
5/2/2011,2823,Individual Donation,$100.00 ,,
5/2/2011,2831,Individual Donation,$25.00 ,,
5/2/2011,2645,Individual Donation,$100.00 ,,
5/2/2011,2572,Individual Donation,$50.00 ,,
5/2/2011,2493,Individual Donation,$100.00 ,,
5/2/2011,2666,Individual Donation,$100.00 ,,
5/2/2011,2843,Individual Donation,$50.00 ,,
5/2/2011,2432,Corporate Donation,$50.00 ,,
5/2/2011,2537,Individual Donation,$250.00 ,,
5/2/2011,2455,Individual Donation,$50.00 ,,
5/2/2011,2809,Individual Donation,$100.00 ,,
5/2/2011,2635,Individual Donation,$50.00 ,,
5/2/2011,2167,100 Holes for our Heroes Event Income,"$2,000.00 ",,Check
5/2/2011,2586,Individual Donation,$20.00 ,,
5/2/2011,2607,Individual Donation,$50.00 ,,
5/2/2011,2360,Individual Donation,$100.00 ,,
5/2/2011,2522,Individual Donation,$100.00 ,,
5/2/2011,2682,Individual Donation,$50.00 ,,
5/2/2011,2695,Corporate Donation,"$1,147.00 ",,
5/2/2011,2695,Corporate Donation,"$12,500.00 ",,
5/2/2011,2369,Individual Donation,$100.00 ,,
5/2/2011,2744,Individual Donation,$25.00 ,,
5/2/2011,2849,Individual Donation,$75.00 ,,
5/2/2011,2676,Individual Donation,$40.00 ,,
5/2/2011,2646,Individual Donation,$500.00 ,,
5/2/2011,2476,Individual Donation,$100.00 ,,
