DATE,Col2,Col3
Mon Jun 09 2014,company_update_comments,0
Mon Jun 09 2014,company_update_engagement,0
Mon Jun 09 2014,company_update_likes,0
Mon Jun 09 2014,company_update_shares,0
Mon Jun 09 2014,pageview_overview_count,0
Tue Jun 10 2014,company_update_clicks,0
Tue Jun 10 2014,company_update_unique_impressions,0
Tue Jun 10 2014,distinct_pageview_overview_count,0
Tue Jun 10 2014,company_update_impressions,0
Tue Jun 10 2014,company_update_comments,0
Tue Jun 10 2014,company_update_engagement,0
Tue Jun 10 2014,company_update_likes,0
Tue Jun 10 2014,company_update_shares,0
Tue Jun 10 2014,pageview_overview_count,0
Wed Jun 11 2014,company_update_clicks,0
Wed Jun 11 2014,company_update_unique_impressions,0
Wed Jun 11 2014,distinct_pageview_overview_count,0
Wed Jun 11 2014,company_update_impressions,0
Wed Jun 11 2014,company_update_comments,0
Wed Jun 11 2014,company_update_engagement,0
Wed Jun 11 2014,company_update_likes,0
Wed Jun 11 2014,company_update_shares,0
Wed Jun 11 2014,pageview_overview_count,0
Thu Jun 12 2014,company_update_clicks,0
Thu Jun 12 2014,company_update_unique_impressions,0
Thu Jun 12 2014,distinct_pageview_overview_count,0
Thu Jun 12 2014,company_update_impressions,0
Thu Jun 12 2014,company_update_comments,0
Thu Jun 12 2014,company_update_engagement,0
Thu Jun 12 2014,company_update_likes,0
Thu Jun 12 2014,company_update_shares,0
Thu Jun 12 2014,pageview_overview_count,0
Fri Jun 13 2014,company_update_clicks,0
Fri Jun 13 2014,company_update_unique_impressions,0
Fri Jun 13 2014,distinct_pageview_overview_count,0
Fri Jun 13 2014,company_update_impressions,0
Fri Jun 13 2014,company_update_comments,0
Fri Jun 13 2014,company_update_engagement,0
Fri Jun 13 2014,company_update_likes,0
Fri Jun 13 2014,company_update_shares,0
Fri Jun 13 2014,pageview_overview_count,0
Sat Jun 14 2014,company_update_clicks,0
Sat Jun 14 2014,company_update_unique_impressions,0
Sat Jun 14 2014,distinct_pageview_overview_count,0
Sat Jun 14 2014,company_update_impressions,0
Sat Jun 14 2014,company_update_comments,0
Sat Jun 14 2014,company_update_engagement,0
Sat Jun 14 2014,company_update_likes,0
Sat Jun 14 2014,company_update_shares,0
Sat Jun 14 2014,pageview_overview_count,0
Sun Jun 15 2014,company_update_clicks,0
Sun Jun 15 2014,company_update_unique_impressions,0
Sun Jun 15 2014,distinct_pageview_overview_count,0
Sun Jun 15 2014,company_update_impressions,0
Sun Jun 15 2014,company_update_comments,0
Sun Jun 15 2014,company_update_engagement,0
Sun Jun 15 2014,company_update_likes,0
Sun Jun 15 2014,company_update_shares,0
Sun Jun 15 2014,pageview_overview_count,0
Mon Jun 16 2014,company_update_clicks,0
Mon Jun 16 2014,company_update_unique_impressions,0
Mon Jun 16 2014,distinct_pageview_overview_count,0
Mon Jun 16 2014,company_update_impressions,0
Mon Jun 16 2014,company_update_comments,0
Mon Jun 16 2014,company_update_engagement,0
Mon Jun 16 2014,company_update_likes,0
Mon Jun 16 2014,company_update_shares,0
Mon Jun 16 2014,pageview_overview_count,0
Tue Jun 17 2014,company_update_clicks,0
Tue Jun 17 2014,company_update_unique_impressions,0
Tue Jun 17 2014,distinct_pageview_overview_count,0
Tue Jun 17 2014,company_update_impressions,0
Tue Jun 17 2014,company_update_comments,0
Tue Jun 17 2014,company_update_engagement,0
Tue Jun 17 2014,company_update_likes,0
Tue Jun 17 2014,company_update_shares,0
Tue Jun 17 2014,pageview_overview_count,0
Wed Jun 18 2014,company_update_clicks,0
Wed Jun 18 2014,company_update_unique_impressions,0
Wed Jun 18 2014,distinct_pageview_overview_count,0
Wed Jun 18 2014,company_update_impressions,0
Wed Jun 18 2014,company_update_comments,0
Wed Jun 18 2014,company_update_engagement,0
Wed Jun 18 2014,company_update_likes,0
Wed Jun 18 2014,company_update_shares,0
Wed Jun 18 2014,pageview_overview_count,0
Thu Jun 19 2014,company_update_clicks,0
Thu Jun 19 2014,company_update_unique_impressions,0
Thu Jun 19 2014,distinct_pageview_overview_count,0
Thu Jun 19 2014,company_update_impressions,0
Thu Jun 19 2014,company_update_comments,0
Thu Jun 19 2014,company_update_engagement,0
Thu Jun 19 2014,company_update_likes,0
Thu Jun 19 2014,company_update_shares,0
Thu Jun 19 2014,pageview_overview_count,0
Fri Jun 20 2014,company_update_clicks,0
Fri Jun 20 2014,company_update_unique_impressions,0
Fri Jun 20 2014,distinct_pageview_overview_count,0
Fri Jun 20 2014,company_update_impressions,0
Fri Jun 20 2014,company_update_comments,0
Fri Jun 20 2014,company_update_engagement,0
Fri Jun 20 2014,company_update_likes,0
Fri Jun 20 2014,company_update_shares,0
Fri Jun 20 2014,pageview_overview_count,0
Sat Jun 21 2014,company_update_clicks,0
Sat Jun 21 2014,company_update_unique_impressions,0
Sat Jun 21 2014,distinct_pageview_overview_count,0
Sat Jun 21 2014,company_update_impressions,0
Sat Jun 21 2014,company_update_comments,0
Sat Jun 21 2014,company_update_engagement,0
Sat Jun 21 2014,company_update_likes,0
Sat Jun 21 2014,company_update_shares,0
Sat Jun 21 2014,pageview_overview_count,0
Sun Jun 22 2014,company_update_clicks,0
Sun Jun 22 2014,company_update_unique_impressions,0
Sun Jun 22 2014,distinct_pageview_overview_count,0
Sun Jun 22 2014,company_update_impressions,0
Sun Jun 22 2014,company_update_comments,0
Sun Jun 22 2014,company_update_engagement,0
Sun Jun 22 2014,company_update_likes,0
Sun Jun 22 2014,company_update_shares,0
Sun Jun 22 2014,pageview_overview_count,0
Mon Jun 23 2014,company_update_clicks,0
Mon Jun 23 2014,company_update_unique_impressions,0
Mon Jun 23 2014,distinct_pageview_overview_count,0
Mon Jun 23 2014,company_update_impressions,0
Mon Jun 23 2014,company_update_comments,0
Mon Jun 23 2014,company_update_engagement,0
Mon Jun 23 2014,company_update_likes,0
Mon Jun 23 2014,company_update_shares,0
Mon Jun 23 2014,pageview_overview_count,0
Tue Jun 24 2014,company_update_clicks,0
Tue Jun 24 2014,company_update_unique_impressions,0
Tue Jun 24 2014,distinct_pageview_overview_count,0
Tue Jun 24 2014,company_update_impressions,0
Tue Jun 24 2014,company_update_comments,0
Tue Jun 24 2014,company_update_engagement,0
Tue Jun 24 2014,company_update_likes,0
Tue Jun 24 2014,company_update_shares,0
Tue Jun 24 2014,pageview_overview_count,0
Wed Jun 25 2014,company_update_clicks,0
Wed Jun 25 2014,company_update_unique_impressions,0
Wed Jun 25 2014,distinct_pageview_overview_count,0
Wed Jun 25 2014,company_update_impressions,0
Wed Jun 25 2014,company_update_comments,0
Wed Jun 25 2014,company_update_engagement,0
Wed Jun 25 2014,company_update_likes,0
Wed Jun 25 2014,company_update_shares,0
Wed Jun 25 2014,pageview_overview_count,0
Thu Jun 26 2014,company_update_clicks,0
Thu Jun 26 2014,company_update_unique_impressions,0
Thu Jun 26 2014,distinct_pageview_overview_count,0
Thu Jun 26 2014,company_update_impressions,0
Thu Jun 26 2014,company_update_comments,0
Thu Jun 26 2014,company_update_engagement,0
Thu Jun 26 2014,company_update_likes,0
Thu Jun 26 2014,company_update_shares,0
Thu Jun 26 2014,pageview_overview_count,0
Fri Jun 27 2014,company_update_clicks,0
Fri Jun 27 2014,company_update_unique_impressions,0
Fri Jun 27 2014,distinct_pageview_overview_count,0
Fri Jun 27 2014,company_update_impressions,0
Fri Jun 27 2014,company_update_comments,0
Fri Jun 27 2014,company_update_engagement,0
Fri Jun 27 2014,company_update_likes,0
Fri Jun 27 2014,company_update_shares,0
Fri Jun 27 2014,pageview_overview_count,0
Sat Jun 28 2014,company_update_clicks,0
Sat Jun 28 2014,company_update_unique_impressions,0
Sat Jun 28 2014,distinct_pageview_overview_count,0
Sat Jun 28 2014,company_update_impressions,0
Sat Jun 28 2014,company_update_comments,0
Sat Jun 28 2014,company_update_engagement,0
Sat Jun 28 2014,company_update_likes,0
Sat Jun 28 2014,company_update_shares,0
Sat Jun 28 2014,pageview_overview_count,0
Sun Jun 29 2014,company_update_clicks,0
Sun Jun 29 2014,company_update_unique_impressions,0
Sun Jun 29 2014,distinct_pageview_overview_count,0
Sun Jun 29 2014,company_update_impressions,0
Sun Jun 29 2014,company_update_comments,0
Sun Jun 29 2014,company_update_engagement,0
Sun Jun 29 2014,company_update_likes,0
Sun Jun 29 2014,company_update_shares,0
Sun Jun 29 2014,pageview_overview_count,0
Mon Jun 30 2014,company_update_clicks,0
Mon Jun 30 2014,company_update_unique_impressions,0
Mon Jun 30 2014,distinct_pageview_overview_count,0
Mon Jun 30 2014,company_update_impressions,0
Mon Jun 30 2014,company_update_comments,0
Mon Jun 30 2014,company_update_engagement,0
Mon Jun 30 2014,company_update_likes,0
Mon Jun 30 2014,company_update_shares,0
Mon Jun 30 2014,pageview_overview_count,0
Tue Jul 01 2014,company_update_clicks,0
Tue Jul 01 2014,company_update_unique_impressions,0
Tue Jul 01 2014,distinct_pageview_overview_count,0
Tue Jul 01 2014,company_update_impressions,0
Tue Jul 01 2014,company_update_comments,0
Tue Jul 01 2014,company_update_engagement,0
Tue Jul 01 2014,company_update_likes,0
Tue Jul 01 2014,company_update_shares,0
Tue Jul 01 2014,pageview_overview_count,0
Wed Jul 02 2014,company_update_clicks,0
Wed Jul 02 2014,company_update_unique_impressions,0
Wed Jul 02 2014,distinct_pageview_overview_count,0
Wed Jul 02 2014,company_update_impressions,0
Wed Jul 02 2014,company_update_comments,0
Wed Jul 02 2014,company_update_engagement,0
Wed Jul 02 2014,company_update_likes,0
Wed Jul 02 2014,company_update_shares,0
Wed Jul 02 2014,pageview_overview_count,0
Thu Jul 03 2014,company_update_clicks,0
Thu Jul 03 2014,company_update_unique_impressions,0
Thu Jul 03 2014,distinct_pageview_overview_count,0
Thu Jul 03 2014,company_update_impressions,0
Thu Jul 03 2014,company_update_comments,0
Thu Jul 03 2014,company_update_engagement,0
Thu Jul 03 2014,company_update_likes,0
Thu Jul 03 2014,company_update_shares,0
Thu Jul 03 2014,pageview_overview_count,0
Fri Jul 04 2014,company_update_clicks,0
Fri Jul 04 2014,company_update_unique_impressions,0
Fri Jul 04 2014,distinct_pageview_overview_count,0
Fri Jul 04 2014,company_update_impressions,0
Fri Jul 04 2014,company_update_comments,0
Fri Jul 04 2014,company_update_engagement,0
Fri Jul 04 2014,company_update_likes,0
Fri Jul 04 2014,company_update_shares,0
Fri Jul 04 2014,pageview_overview_count,0
Sat Jul 05 2014,company_update_clicks,0
Sat Jul 05 2014,company_update_unique_impressions,0
Sat Jul 05 2014,distinct_pageview_overview_count,0
Sat Jul 05 2014,company_update_impressions,0
Sat Jul 05 2014,company_update_comments,0
Sat Jul 05 2014,company_update_engagement,0
Sat Jul 05 2014,company_update_likes,0
Sat Jul 05 2014,company_update_shares,0
Sat Jul 05 2014,pageview_overview_count,0
Sun Jul 06 2014,company_update_clicks,0
Sun Jul 06 2014,company_update_unique_impressions,0
Sun Jul 06 2014,distinct_pageview_overview_count,0
Sun Jul 06 2014,company_update_impressions,0
Sun Jul 06 2014,company_update_comments,0
Sun Jul 06 2014,company_update_engagement,0
Sun Jul 06 2014,company_update_likes,0
Sun Jul 06 2014,company_update_shares,0
Sun Jul 06 2014,pageview_overview_count,0
Mon Jul 07 2014,company_update_clicks,0
Mon Jul 07 2014,company_update_unique_impressions,0
Mon Jul 07 2014,distinct_pageview_overview_count,0
Mon Jul 07 2014,company_update_impressions,0
Mon Jul 07 2014,company_update_comments,0
Mon Jul 07 2014,company_update_engagement,0
Mon Jul 07 2014,company_update_likes,0
Mon Jul 07 2014,company_update_shares,0
Mon Jul 07 2014,pageview_overview_count,0
Tue Jul 08 2014,company_update_clicks,0
Tue Jul 08 2014,company_update_unique_impressions,0
Tue Jul 08 2014,distinct_pageview_overview_count,0
Tue Jul 08 2014,company_update_impressions,0
Tue Jul 08 2014,company_update_comments,0
Tue Jul 08 2014,company_update_engagement,0
Tue Jul 08 2014,company_update_likes,0
Tue Jul 08 2014,company_update_shares,0
Tue Jul 08 2014,pageview_overview_count,0
Wed Jul 09 2014,company_update_clicks,0
Wed Jul 09 2014,company_update_unique_impressions,0
Wed Jul 09 2014,distinct_pageview_overview_count,0
Wed Jul 09 2014,company_update_impressions,0
Wed Jul 09 2014,company_update_comments,0
Wed Jul 09 2014,company_update_engagement,0
Wed Jul 09 2014,company_update_likes,0
Wed Jul 09 2014,company_update_shares,0
Wed Jul 09 2014,pageview_overview_count,0
Thu Jul 10 2014,company_update_clicks,0
Thu Jul 10 2014,company_update_unique_impressions,0
Thu Jul 10 2014,distinct_pageview_overview_count,0
Thu Jul 10 2014,company_update_impressions,0
Thu Jul 10 2014,company_update_comments,0
Thu Jul 10 2014,company_update_engagement,0
Thu Jul 10 2014,company_update_likes,0
Thu Jul 10 2014,company_update_shares,0
Thu Jul 10 2014,pageview_overview_count,0
Fri Jul 11 2014,company_update_clicks,0
Fri Jul 11 2014,company_update_unique_impressions,0
Fri Jul 11 2014,distinct_pageview_overview_count,0
Fri Jul 11 2014,company_update_impressions,0
Fri Jul 11 2014,company_update_comments,0
Fri Jul 11 2014,company_update_engagement,0
Fri Jul 11 2014,company_update_likes,0
Fri Jul 11 2014,company_update_shares,0
Fri Jul 11 2014,pageview_overview_count,0
Sat Jul 12 2014,company_update_clicks,0
Sat Jul 12 2014,company_update_unique_impressions,0
Sat Jul 12 2014,distinct_pageview_overview_count,0
Sat Jul 12 2014,company_update_impressions,0
Sat Jul 12 2014,company_update_comments,0
Sat Jul 12 2014,company_update_engagement,0
Sat Jul 12 2014,company_update_likes,0
Sat Jul 12 2014,company_update_shares,0
Sat Jul 12 2014,pageview_overview_count,0
Sun Jul 13 2014,company_update_clicks,0
Sun Jul 13 2014,company_update_unique_impressions,0
Sun Jul 13 2014,distinct_pageview_overview_count,0
Sun Jul 13 2014,company_update_impressions,0
Sun Jul 13 2014,company_update_comments,0
Sun Jul 13 2014,company_update_engagement,0
Sun Jul 13 2014,company_update_likes,0
Sun Jul 13 2014,company_update_shares,0
Sun Jul 13 2014,pageview_overview_count,0
Mon Jul 14 2014,company_update_clicks,0
Mon Jul 14 2014,company_update_unique_impressions,0
Mon Jul 14 2014,distinct_pageview_overview_count,0
Mon Jul 14 2014,company_update_impressions,0
Mon Jul 14 2014,company_update_comments,0
Mon Jul 14 2014,company_update_engagement,0
Mon Jul 14 2014,company_update_likes,0
Mon Jul 14 2014,company_update_shares,0
Mon Jul 14 2014,pageview_overview_count,0
Tue Jul 15 2014,company_update_clicks,0
Tue Jul 15 2014,company_update_unique_impressions,0
Tue Jul 15 2014,distinct_pageview_overview_count,0
Tue Jul 15 2014,company_update_impressions,0
Tue Jul 15 2014,company_update_comments,0
Tue Jul 15 2014,company_update_engagement,0
Tue Jul 15 2014,company_update_likes,0
Tue Jul 15 2014,company_update_shares,0
Tue Jul 15 2014,pageview_overview_count,0
Wed Jul 16 2014,company_update_clicks,0
Wed Jul 16 2014,company_update_unique_impressions,0
Wed Jul 16 2014,distinct_pageview_overview_count,0
Wed Jul 16 2014,company_update_impressions,0
Wed Jul 16 2014,company_update_comments,0
Wed Jul 16 2014,company_update_engagement,0
Wed Jul 16 2014,company_update_likes,0
Wed Jul 16 2014,company_update_shares,0
Wed Jul 16 2014,pageview_overview_count,0
Thu Jul 17 2014,company_update_clicks,0
Thu Jul 17 2014,company_update_unique_impressions,0
Thu Jul 17 2014,distinct_pageview_overview_count,0
Thu Jul 17 2014,company_update_impressions,0
Thu Jul 17 2014,company_update_comments,0
Thu Jul 17 2014,company_update_engagement,0
Thu Jul 17 2014,company_update_likes,0
Thu Jul 17 2014,company_update_shares,0
Thu Jul 17 2014,pageview_overview_count,0
Fri Jul 18 2014,company_update_clicks,0
Fri Jul 18 2014,company_update_unique_impressions,0
Fri Jul 18 2014,distinct_pageview_overview_count,0
Fri Jul 18 2014,company_update_impressions,0
Fri Jul 18 2014,company_update_comments,0
Fri Jul 18 2014,company_update_engagement,0
Fri Jul 18 2014,company_update_likes,0
Fri Jul 18 2014,company_update_shares,0
Fri Jul 18 2014,pageview_overview_count,0
Sat Jul 19 2014,company_update_clicks,0
Sat Jul 19 2014,company_update_unique_impressions,0
Sat Jul 19 2014,distinct_pageview_overview_count,0
Sat Jul 19 2014,company_update_impressions,0
Sat Jul 19 2014,company_update_comments,0
Sat Jul 19 2014,company_update_engagement,0
Sat Jul 19 2014,company_update_likes,0
Sat Jul 19 2014,company_update_shares,0
Sat Jul 19 2014,pageview_overview_count,0
Sun Jul 20 2014,company_update_clicks,0
Sun Jul 20 2014,company_update_unique_impressions,0
Sun Jul 20 2014,distinct_pageview_overview_count,0
Sun Jul 20 2014,company_update_impressions,0
Sun Jul 20 2014,company_update_comments,0
Sun Jul 20 2014,company_update_engagement,0
Sun Jul 20 2014,company_update_likes,0
Sun Jul 20 2014,company_update_shares,0
Sun Jul 20 2014,pageview_overview_count,0
Mon Jul 21 2014,company_update_clicks,0
Mon Jul 21 2014,company_update_unique_impressions,0
Mon Jul 21 2014,distinct_pageview_overview_count,0
Mon Jul 21 2014,company_update_impressions,0
Mon Jul 21 2014,company_update_comments,0
Mon Jul 21 2014,company_update_engagement,0
Mon Jul 21 2014,company_update_likes,0
Mon Jul 21 2014,company_update_shares,0
Mon Jul 21 2014,pageview_overview_count,0
Tue Jul 22 2014,company_update_clicks,0
Tue Jul 22 2014,company_update_unique_impressions,0
Tue Jul 22 2014,distinct_pageview_overview_count,0
Tue Jul 22 2014,company_update_impressions,0
Tue Jul 22 2014,company_update_comments,0
Tue Jul 22 2014,company_update_engagement,0
Tue Jul 22 2014,company_update_likes,0
Tue Jul 22 2014,company_update_shares,0
Tue Jul 22 2014,pageview_overview_count,0
Wed Jul 23 2014,company_update_clicks,0
Wed Jul 23 2014,company_update_unique_impressions,0
Wed Jul 23 2014,distinct_pageview_overview_count,0
Wed Jul 23 2014,company_update_impressions,0
Wed Jul 23 2014,company_update_comments,0
Wed Jul 23 2014,company_update_engagement,0
Wed Jul 23 2014,company_update_likes,0
Wed Jul 23 2014,company_update_shares,0
Wed Jul 23 2014,pageview_overview_count,0
Thu Jul 24 2014,company_update_clicks,0
Thu Jul 24 2014,company_update_unique_impressions,0
Thu Jul 24 2014,distinct_pageview_overview_count,0
Thu Jul 24 2014,company_update_impressions,0
Thu Jul 24 2014,company_update_comments,0
Thu Jul 24 2014,company_update_engagement,0
Thu Jul 24 2014,company_update_likes,0
Thu Jul 24 2014,company_update_shares,0
Thu Jul 24 2014,pageview_overview_count,0
Fri Jul 25 2014,company_update_clicks,0
Fri Jul 25 2014,company_update_unique_impressions,0
Fri Jul 25 2014,distinct_pageview_overview_count,0
Fri Jul 25 2014,company_update_impressions,0
Fri Jul 25 2014,company_update_comments,0
Fri Jul 25 2014,company_update_engagement,0
Fri Jul 25 2014,company_update_likes,0
Fri Jul 25 2014,company_update_shares,0
Fri Jul 25 2014,pageview_overview_count,0
Sat Jul 26 2014,company_update_clicks,0
Sat Jul 26 2014,company_update_unique_impressions,0
Sat Jul 26 2014,distinct_pageview_overview_count,0
Sat Jul 26 2014,company_update_impressions,0
Sat Jul 26 2014,company_update_comments,0
Sat Jul 26 2014,company_update_engagement,0
Sat Jul 26 2014,company_update_likes,0
Sat Jul 26 2014,company_update_shares,0
Sat Jul 26 2014,pageview_overview_count,0
Sun Jul 27 2014,company_update_clicks,0
Sun Jul 27 2014,company_update_unique_impressions,0
Sun Jul 27 2014,distinct_pageview_overview_count,0
Sun Jul 27 2014,company_update_impressions,0
Sun Jul 27 2014,company_update_comments,0
Sun Jul 27 2014,company_update_engagement,0
Sun Jul 27 2014,company_update_likes,0
Sun Jul 27 2014,company_update_shares,0
Sun Jul 27 2014,pageview_overview_count,0
Mon Jul 28 2014,company_update_clicks,0
Mon Jul 28 2014,company_update_unique_impressions,0
Mon Jul 28 2014,distinct_pageview_overview_count,0
Mon Jul 28 2014,company_update_impressions,0
Mon Jul 28 2014,company_update_comments,0
Mon Jul 28 2014,company_update_engagement,0
Mon Jul 28 2014,company_update_likes,0
Mon Jul 28 2014,company_update_shares,0
Mon Jul 28 2014,pageview_overview_count,0
Tue Jul 29 2014,company_update_clicks,0
Tue Jul 29 2014,company_update_unique_impressions,0
Tue Jul 29 2014,distinct_pageview_overview_count,0
Tue Jul 29 2014,company_update_impressions,0
Tue Jul 29 2014,company_update_comments,0
Tue Jul 29 2014,company_update_engagement,0
Tue Jul 29 2014,company_update_likes,0
Tue Jul 29 2014,company_update_shares,0
Tue Jul 29 2014,pageview_overview_count,0
Wed Jul 30 2014,company_update_clicks,0
Wed Jul 30 2014,company_update_unique_impressions,0
Wed Jul 30 2014,distinct_pageview_overview_count,0
Wed Jul 30 2014,company_update_impressions,0
Wed Jul 30 2014,company_update_comments,0
Wed Jul 30 2014,company_update_engagement,0
Wed Jul 30 2014,company_update_likes,0
Wed Jul 30 2014,company_update_shares,0
Wed Jul 30 2014,pageview_overview_count,0
Thu Jul 31 2014,company_update_clicks,0
Thu Jul 31 2014,company_update_unique_impressions,0
Thu Jul 31 2014,distinct_pageview_overview_count,0
Thu Jul 31 2014,company_update_impressions,0
Thu Jul 31 2014,company_update_comments,0
Thu Jul 31 2014,company_update_engagement,0
Thu Jul 31 2014,company_update_likes,0
Thu Jul 31 2014,company_update_shares,0
Thu Jul 31 2014,pageview_overview_count,0
Fri Aug 01 2014,company_update_clicks,0
Fri Aug 01 2014,company_update_unique_impressions,0
Fri Aug 01 2014,distinct_pageview_overview_count,0
Fri Aug 01 2014,company_update_impressions,0
Fri Aug 01 2014,company_update_comments,0
Fri Aug 01 2014,company_update_engagement,0
Fri Aug 01 2014,company_update_likes,0
Fri Aug 01 2014,company_update_shares,0
Fri Aug 01 2014,pageview_overview_count,0
Sat Aug 02 2014,company_update_clicks,0
Sat Aug 02 2014,company_update_unique_impressions,0
Sat Aug 02 2014,distinct_pageview_overview_count,0
Sat Aug 02 2014,company_update_impressions,0
Sat Aug 02 2014,company_update_comments,0
Sat Aug 02 2014,company_update_engagement,0
Sat Aug 02 2014,company_update_likes,0
Sat Aug 02 2014,company_update_shares,0
Sat Aug 02 2014,pageview_overview_count,0
Sun Aug 03 2014,company_update_clicks,0
Sun Aug 03 2014,company_update_unique_impressions,0
Sun Aug 03 2014,distinct_pageview_overview_count,0
Sun Aug 03 2014,company_update_impressions,0
Sun Aug 03 2014,company_update_comments,0
Sun Aug 03 2014,company_update_engagement,0
Sun Aug 03 2014,company_update_likes,0
Sun Aug 03 2014,company_update_shares,0
Sun Aug 03 2014,pageview_overview_count,0
Mon Aug 04 2014,company_update_clicks,0
Mon Aug 04 2014,company_update_unique_impressions,0
Mon Aug 04 2014,distinct_pageview_overview_count,0
Mon Aug 04 2014,company_update_impressions,0
Mon Aug 04 2014,company_update_comments,0
Mon Aug 04 2014,company_update_engagement,0
Mon Aug 04 2014,company_update_likes,0
Mon Aug 04 2014,company_update_shares,0
Mon Aug 04 2014,pageview_overview_count,0
Tue Aug 05 2014,company_update_clicks,0
Tue Aug 05 2014,company_update_unique_impressions,0
Tue Aug 05 2014,distinct_pageview_overview_count,0
Tue Aug 05 2014,company_update_impressions,0
Tue Aug 05 2014,company_update_comments,0
Tue Aug 05 2014,company_update_engagement,0
Tue Aug 05 2014,company_update_likes,0
Tue Aug 05 2014,company_update_shares,0
Tue Aug 05 2014,pageview_overview_count,0
Wed Aug 06 2014,company_update_clicks,0
Wed Aug 06 2014,company_update_unique_impressions,0
Wed Aug 06 2014,distinct_pageview_overview_count,0
Wed Aug 06 2014,company_update_impressions,0
Wed Aug 06 2014,company_update_comments,0
Wed Aug 06 2014,company_update_engagement,0
Wed Aug 06 2014,company_update_likes,0
Wed Aug 06 2014,company_update_shares,0
Wed Aug 06 2014,pageview_overview_count,0
Thu Aug 07 2014,company_update_clicks,0
Thu Aug 07 2014,company_update_unique_impressions,0
Thu Aug 07 2014,distinct_pageview_overview_count,0
Thu Aug 07 2014,company_update_impressions,0
Thu Aug 07 2014,company_update_comments,0
Thu Aug 07 2014,company_update_engagement,0
Thu Aug 07 2014,company_update_likes,0
Thu Aug 07 2014,company_update_shares,0
Thu Aug 07 2014,pageview_overview_count,0
Fri Aug 08 2014,company_update_clicks,0
Fri Aug 08 2014,company_update_unique_impressions,0
Fri Aug 08 2014,distinct_pageview_overview_count,0
Fri Aug 08 2014,company_update_impressions,0
